"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"ERR3726316","WGS","PRJEB23147","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5039776","0.96","NP","0.42","NP","NP","gut metagenome"
"SRR4783664","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545087","0.92","2014-06-04","0.19","USA","[39.28846263,-76.62594594]","human gut metagenome"
"SRR5963409","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501316","0.9","NP","0.12","USA","[40.44,-79.99]","human gut metagenome"
"ERR11042378","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820509","0.91","NP","0.14","NP","NP","unidentified"
"ERR11042040","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820984","0.91","NP","0.14","NP","NP","unidentified"
"SRR8871978","WGS","PRJNA518642","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864406","0.91","2017-11-01","0.14","USA","[37.8864,-122.2981]","phyllosphere metagenome"
"ERR11172792","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821208","0.91","NP","0.13","NP","NP","unidentified"
"SRR7212638","WGS","PRJNA453965","https://www.ncbi.nlm.nih.gov/biosample/SAMN08993558","0.91","2015-04-18","0.14","China","[22.79,108.34]","human gut metagenome"
"ERR1543559","WGS","PRJEB14814","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4349732","0.9","NP","0.12","Denmark","NP","metagenome"
"ERR3594024","WGS","PRJEB34871","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6085990","0.91","NP","0.15","United Kingdom","NP","gut metagenome"
"ERR8529524","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936932","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR22022411","OTHER","PRJNA849983","https://www.ncbi.nlm.nih.gov/biosample/SAMN29160464","1","2019-02-07","0.98","United Kingdom","[52.6237924,1.2243845]","food metagenome"
"SRR25078398","WGS","PRJNA819491","https://www.ncbi.nlm.nih.gov/biosample/SAMN26863069","0.94","2020-09-30","0.27","China","[41.81,123.55]","rhizosphere metagenome"
"ERR3211969","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414614","1","2016-04-11","0.97","Denmark","NP","pig gut metagenome"
"ERR11042084","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820890","0.92","NP","0.17","NP","NP","unidentified"
"ERR10789573","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417597","0.91","NP","0.15","NP","NP","unidentified"
"ERR2868093","WGS","PRJEB29454","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5065510","1","NP","0.97","NP","NP","metagenome"
"SRR13697452","OTHER","PRJNA697336","https://www.ncbi.nlm.nih.gov/biosample/SAMN17674644","0.9","2019-05-31","0.1","USA","""38 N 109 W""","biocrust metagenome"
"SRR21392028","WGS","PRJNA874518","https://www.ncbi.nlm.nih.gov/biosample/SAMN30471253","0.9","NP","0.11","China","""missing""","rat gut metagenome"
"SRR16477282","WGS","PRJNA772552","https://www.ncbi.nlm.nih.gov/biosample/SAMN22377018","0.9","2020-05-20","0.12","China","""not collected""","soil metagenome"
"SRR8288642","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.91","NP","0.13","USA","NP","blood metagenome"
"ERR527153","WGS","PRJEB6337","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2582031","0.9","NP","0.11","NP","NP","metagenome"
"SRR12919259","WGS","PRJNA671745","https://www.ncbi.nlm.nih.gov/biosample/SAMN16550557","0.9","2019-07-11","0.11","China","[32.994214,118.673861]","invertebrate gut metagenome"
"SRR13622939","WGS","PRJNA698986","https://www.ncbi.nlm.nih.gov/biosample/SAMN17763981","0.9","NP","0.11","USA","[40.4308,-79.9598]","human gut metagenome"
"SRR6486882","WGS","PRJNA430401","https://www.ncbi.nlm.nih.gov/biosample/SAMN08375889","0.91","NP","0.14","USA","[39.26,-76.79]","food metagenome"
"SRR8126716","WGS","PRJNA498951","https://www.ncbi.nlm.nih.gov/biosample/SAMN10340220","0.93","2018-08-28","0.2","USA","[38.91,-76.96]","freshwater metagenome"
"SRR7532927","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641523","0.91","2017-06-15","0.14","China","""not applicable""","gut metagenome"
"ERR2241878","WGS","PRJEB22062","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104467381","0.93","NP","0.21","Poland","NP","metagenome"
"ERR3211758","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414403","1","2016-04-11","0.94","Denmark","NP","pig gut metagenome"
"ERR11042103","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821073","0.92","NP","0.16","NP","NP","unidentified"
"SRR15633988","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967525","0.91","2020-05-12","0.13","China","[23.6,113.15]","gut metagenome"
"SRR15633992","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967557","0.96","2020-05-12","0.42","China","[23.6,113.15]","gut metagenome"
"ERR6170197","WGS","PRJEB45944","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8945767","0.91","NP","0.12","Netherlands","NP","human gut metagenome"
"SRR13826075","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.9","NP","0.1","uncalculated","""missing""","human gut metagenome"
"SRR19018936","WGS","PRJNA833654","https://www.ncbi.nlm.nih.gov/biosample/SAMN28013756","0.96","2018-06-14","0.44","China","[24.969831,112.951211]","gut metagenome"
"SRR13279661","WGS","PRJNA686835","https://www.ncbi.nlm.nih.gov/biosample/SAMN17126338","0.9","2016-04-01","0.12","China","[31.1883,121.4368]","gut metagenome"
"ERR11172730","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821584","0.91","NP","0.13","NP","NP","unidentified"
"ERR11042430","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820853","0.92","NP","0.16","NP","NP","unidentified"
"ERR11172911","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821803","0.92","NP","0.18","NP","NP","unidentified"
"ERR10789576","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417600","0.9","NP","0.11","NP","NP","unidentified"
"SRR14571137","WGS","PRJNA662107","https://www.ncbi.nlm.nih.gov/biosample/SAMN19189229","0.99","NP","0.73","USA","[36.1486,-86.805]","synthetic metagenome"
"SRR24829657","WGS","PRJNA967723","https://www.ncbi.nlm.nih.gov/biosample/SAMN34719148","0.92","2019-12-01","0.16","USA","[30.2672,-97.7431]","human metagenome"
"SRR12366591","WGS","PRJNA647667","https://www.ncbi.nlm.nih.gov/biosample/SAMN15501379","0.9","2019-05-18","0.11","Gabon","[0.27,10.23]","root metagenome"
"ERR10686619","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10633387","0.9","NP","0.12","NP","NP","unidentified"
"ERR4682377","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428284","0.9","2017-11-29","0.11","Germany","NP","wastewater metagenome"
"SRR17643985","WGS","PRJNA797994","https://www.ncbi.nlm.nih.gov/biosample/SAMN25043299","0.9","NP","0.11","Malaysia","[2.64,101.67]","human gut metagenome"
"ERR4682410","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428317","0.9","2017-12-28","0.11","Colombia","NP","wastewater metagenome"
"ERR11172854","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821617","0.92","NP","0.16","NP","NP","unidentified"
"SRR15520869","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850344","0.9","2018-01-24","0.12","USA","[39.2904,-76.6122]","metagenome"
"SRR13336911","WGS","PRJNA688881","https://www.ncbi.nlm.nih.gov/biosample/SAMN17190426","0.94","NP","0.25","China","[38.03,114.26]","human gut metagenome"
"ERR10789531","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417547","0.9","NP","0.1","NP","NP","unidentified"
"SRR21104560","WGS","PRJNA870099","https://www.ncbi.nlm.nih.gov/biosample/SAMN30349845","0.99","NP","0.77","USA","[32.71,-117.16]","synthetic metagenome"
"SRR25469191","OTHER","PRJNA1000042","https://www.ncbi.nlm.nih.gov/biosample/SAMN36757249","0.9","2022-07-28","0.11","China","[34.4079381,109.1933007]","sediment metagenome"
"SRR12149202","OTHER","PRJNA640510","https://www.ncbi.nlm.nih.gov/biosample/SAMN15395758","0.94","2015-10-05","0.27","China","""not collected""","soil metagenome"
"SRR17405559","WGS","PRJNA793053","https://www.ncbi.nlm.nih.gov/biosample/SAMN24499244","0.9","2019-09-19","0.11","China","[48.21,130.45]","freshwater metagenome"
"ERR11172797","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821283","0.9","NP","0.1","NP","NP","unidentified"
"SRR11835973","WGS","PRJNA620653","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510991","0.91","2018-04-06","0.13","Australia","""33.6 S 150 E""","soil metagenome"
"SRR10800387","WGS","PRJNA590085","https://www.ncbi.nlm.nih.gov/biosample/SAMN13387550","0.9","2018-10-12","0.11","China","""not collected""","gut metagenome"
"SRR19881297","WGS","PRJNA853174","https://www.ncbi.nlm.nih.gov/biosample/SAMN29363420","0.95","2018-11-01","0.31","Nicaragua","NP","gut metagenome"
"ERR11042282","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821805","0.92","NP","0.16","NP","NP","unidentified"
"ERR4678559","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426259","0.91","2018-11-22","0.13","South Africa","NP","wastewater metagenome"
"ERR11042173","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821129","0.92","NP","0.18","NP","NP","unidentified"
"ERR3211537","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414182","0.97","2016-08-15","0.52","Denmark","NP","wastewater metagenome"
"SRR7990617","WGS","PRJNA495415","https://www.ncbi.nlm.nih.gov/biosample/SAMN10225149","0.9","2017-06-22","0.1","China","[40.48,111.41]","silage metagenome"
"ERR6862846","WGS","PRJEB47746","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9970733","0.9","2017-07-15","0.11","Russia","NP","metagenome"
"ERR11172882","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821721","0.92","NP","0.16","NP","NP","unidentified"
"SRR21374485","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613630","0.9","2020-09-13","0.11","USA","""40 N 105.3 W""","wastewater metagenome"
"SRR15540904","WGS","PRJNA755866","https://www.ncbi.nlm.nih.gov/biosample/SAMN20892020","0.9","2015-08-01","0.1","Russia","""missing""","feces metagenome"
"ERR2868499","WGS","PRJEB29373","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5054195","0.9","NP","0.1","China","NP","feces metagenome"
"SRR16244388","WGS","PRJNA769489","https://www.ncbi.nlm.nih.gov/biosample/SAMN22138015","0.91","2020-12-03","0.14","Malaysia","[6.1263,100.3672]","gut metagenome"
"ERR1190648","WGS","PRJEB12123","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3708574","0.9","NP","0.1","China","NP","human gut metagenome"
"ERR2597497","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4689011","0.95","2015-10-19","0.36","Denmark","NP","gut metagenome"
"SRR5420281","WGS","PRJNA376580","https://www.ncbi.nlm.nih.gov/biosample/SAMN06443395","0.9","NP","0.11","USA","""not collected""","indoor metagenome"
"ERR11042471","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417217","0.9","NP","0.12","NP","NP","unidentified"
"ERR7764193","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476535","0.9","2020-06-24","0.12","Saudi Arabia","NP","wastewater metagenome"
"SRR21860280","WGS","PRJNA889178","https://www.ncbi.nlm.nih.gov/biosample/SAMN31237802","0.9","2021-06-18","0.12","USA","[32.657,-85.52]","phyllosphere metagenome"
"SRR19016605","WGS","PRJNA414688","https://www.ncbi.nlm.nih.gov/biosample/SAMN28004291","0.9","2013-07-03","0.11","China","[30.53,121.48]","human gut metagenome"
"ERR11172687","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821531","0.92","NP","0.17","NP","NP","unidentified"
"ERR10789823","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417436","0.91","NP","0.14","NP","NP","unidentified"
"ERR9709358","WGS","PRJEB47909","https://www.ncbi.nlm.nih.gov/biosample/SAMEA14367157","0.9","NP","0.1","NP","NP","human gut metagenome"
"SRR18682681","WGS","PRJNA824416","https://www.ncbi.nlm.nih.gov/biosample/SAMN27402919","0.91","2021-11-25","0.13","China","[31.5,117.17]","soil metagenome"
"ERR589757","WGS","PRJEB6997","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2737762","0.91","NP","0.12","China","NP","human gut metagenome"
"SRR21898753","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253661","0.99","NP","0.77","USA","[40.4308,-79.9598]","human skin metagenome"
"SRR11351744","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384203","0.96","NP","0.4","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR23219241","WGS","PRJNA721429","https://www.ncbi.nlm.nih.gov/biosample/SAMN32873479","0.92","2016-09-15","0.17","USA","[39.1,-77.19]","rat metagenome"
"ERR11172736","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821590","0.9","NP","0.12","NP","NP","unidentified"
"ERR11042447","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820914","0.92","NP","0.16","NP","NP","unidentified"
"ERR8529534","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936938","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR22184586","WGS","PRJNA896755","https://www.ncbi.nlm.nih.gov/biosample/SAMN31566021","0.94","NP","0.25","uncalculated","""missing""","gut metagenome"
"SRR8428094","WGS","PRJNA510445","https://www.ncbi.nlm.nih.gov/biosample/SAMN10722638","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR3211564","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414209","0.98","2016-10-03","0.59","Denmark","NP","wastewater metagenome"
"SRR22464965","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926757","0.96","2019-06-01","0.44","USA","[30.36,-96.23]","chicken gut metagenome"
"ERR3726315","WGS","PRJEB23147","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5039775","0.98","NP","0.6","NP","NP","gut metagenome"
"SRR916931","WGS","PRJNA208267","https://www.ncbi.nlm.nih.gov/biosample/SAMN02207988","1","NP","0.98","NP","NP","mouse gut metagenome"
"SRR10098750","WGS","PRJNA564982","https://www.ncbi.nlm.nih.gov/biosample/SAMN12727815","0.92","NP","0.16","USA","NP","Enterobacteriaceae"
"SRR7124503","WGS","PRJNA454826","https://www.ncbi.nlm.nih.gov/biosample/SAMN09042616","0.9","2016-12-01","0.11","Hong Kong","[22.283,114.1371]","gut metagenome"
"ERR11042075","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820877","0.91","NP","0.13","NP","NP","unidentified"
"ERR10789755","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417462","0.91","NP","0.13","NP","NP","unidentified"
"ERR8577542","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12935310","0.98","NP","0.65","USA","NP","synthetic metagenome"
"SRR12325031","WGS","PRJNA648487","https://www.ncbi.nlm.nih.gov/biosample/SAMN15643035","0.9","2018-07-12","0.11","New Zealand","[-36.85,174.76]","human gut metagenome"
"SRR12390987","Hi-C","PRJNA655385","https://www.ncbi.nlm.nih.gov/biosample/SAMN15733945","0.93","2020-03-01","0.21","Australia","""not applicable""","wastewater metagenome"
"ERR2868433","WGS","PRJEB29373","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5054108","0.91","NP","0.13","China","NP","feces metagenome"
"ERR11010849","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820489","0.92","NP","0.17","NP","NP","unidentified"
"ERR2683168","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777425","0.91","2017-06-14","0.13","Singapore","NP","wastewater metagenome"
"SRR22464976","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926747","0.94","2019-06-01","0.27","USA","[30.36,-96.23]","chicken gut metagenome"
"ERR3726294","WGS","PRJEB23147","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5039755","1","NP","0.92","NP","NP","gut metagenome"
"ERR3310226","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594462","0.96","NP","0.47","South Korea","NP","metagenome"
"ERR2597424","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688938","0.93","2016-01-13","0.22","Denmark","NP","gut metagenome"
"ERR2592280","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527672","0.9","2016-02-23","0.11","USA","NP","wastewater metagenome"
"ERR11042134","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821027","0.92","NP","0.16","NP","NP","unidentified"
"ERR11042544","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818154","0.91","NP","0.13","NP","NP","unidentified"
"ERR7015367","WGS","PRJEB47975","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9993104","0.91","2019-12-04","0.14","Burkina Faso","NP","metagenome"
"SRR19443865","WGS","PRJNA841427","https://www.ncbi.nlm.nih.gov/biosample/SAMN28593733","0.98","NP","0.65","Taiwan","[23.58,120.58]","synthetic metagenome"
"ERR2631573","WGS","PRJEB27267","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4724679","1","2018-04-24","0.98","Denmark","NP","Salmo salar"
"ERR3211776","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414421","1","2016-09-12","0.95","Denmark","NP","pig gut metagenome"
"SRR17675447","WGS","PRJNA798393","https://www.ncbi.nlm.nih.gov/biosample/SAMN25067994","0.9","2019-12-04","0.11","USA","[35.78,-78.67]","fermentation metagenome"
"ERR9855087","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA110143630","0.91","2016-01-26","0.14","Canada","NP","wastewater metagenome"
"ERR3211943","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414588","0.9","2016-04-11","0.11","Denmark","NP","pig gut metagenome"
"ERR11172847","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821608","0.92","NP","0.17","NP","NP","unidentified"
"SRR15634006","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967544","0.91","2020-05-12","0.13","China","[23.6,113.15]","gut metagenome"
"SRR22412887","WXS","PRJNA905570","https://www.ncbi.nlm.nih.gov/biosample/SAMN31875394","0.95","2021-04-17","0.31","China","[33.93,120.39]","soil metagenome"
"SRR12159008","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422797","0.96","NP","0.38","China","[31.23,121.47]","human gut metagenome"
"SRR19746073","WGS","PRJNA850525","https://www.ncbi.nlm.nih.gov/biosample/SAMN29182986","0.99","2021-01-01","0.89","China","""missing""","rice paddy metagenome"
"ERR11042118","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821098","0.91","NP","0.13","NP","NP","unidentified"
"ERR2683236","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777493","0.92","2017-06-09","0.17","United Kingdom","NP","wastewater metagenome"
"SRR12325032","WGS","PRJNA648487","https://www.ncbi.nlm.nih.gov/biosample/SAMN15643034","0.9","2018-07-12","0.1","New Zealand","[-36.85,174.76]","human gut metagenome"
"SRR12390985","WGS","PRJNA655385","https://www.ncbi.nlm.nih.gov/biosample/SAMN15733936","0.9","2020-03-01","0.12","Australia","""not applicable""","wastewater metagenome"
"ERR7764185","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476527","0.91","2020-06-15","0.13","Saudi Arabia","NP","wastewater metagenome"
"SRR21898747","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253667","0.99","NP","0.77","USA","[40.4308,-79.9598]","human skin metagenome"
"SRR8165482","WGS","PRJNA501900","https://www.ncbi.nlm.nih.gov/biosample/SAMN10349529","0.92","2016-12-07","0.17","Canada","[43.65,-79.38]","anaerobic digester metagenome"
"SRR15520832","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850388","0.9","2018-02-14","0.1","USA","[39.2904,-76.6122]","metagenome"
"SRR24079953","WGS","PRJNA952520","https://www.ncbi.nlm.nih.gov/biosample/SAMN34080667","0.99","2017-08-01","0.76","Mexico","[19.2452,-103.7241]","metagenome"
"SRR2199151","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02333981","0.93","NP","0.21","NP","NP","gut metagenome"
"SRR5963269","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501176","0.9","NP","0.11","USA","[40.44,-79.99]","human gut metagenome"
"ERR11010901","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820438","0.9","NP","0.1","NP","NP","unidentified"
"SRR14571135","WGS","PRJNA662107","https://www.ncbi.nlm.nih.gov/biosample/SAMN19189227","0.99","NP","0.75","USA","[36.1486,-86.805]","synthetic metagenome"
"SRR12611921","WGS","PRJNA308326","https://www.ncbi.nlm.nih.gov/biosample/SAMN15739010","0.91","2017-08-26","0.14","USA","[35.784,-98.26]","subsurface metagenome"
"SRR11835916","WGS","PRJNA634666","https://www.ncbi.nlm.nih.gov/biosample/SAMN15003018","0.9","2017-05-21","0.11","Malaysia","[4.24,100.14]","metagenome"
"ERR11042169","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821124","0.91","NP","0.14","NP","NP","unidentified"
"ERR10789673","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417298","0.9","NP","0.1","NP","NP","unidentified"
"SRR16123224","WGS","PRJNA743023","https://www.ncbi.nlm.nih.gov/biosample/SAMN21899243","0.98","2016-01-01","0.71","USA","[29.7078663,-95.4037652]","human feces metagenome"
"SRR21938143","OTHER","PRJNA841786","https://www.ncbi.nlm.nih.gov/biosample/SAMN31324820","0.9","2021-10-01","0.11","Hong Kong","[22.3,114.17]","metagenome"
"SRR19443887","WGS","PRJNA841427","https://www.ncbi.nlm.nih.gov/biosample/SAMN28593736","0.99","NP","0.77","Taiwan","[23.58,120.58]","synthetic metagenome"
"ERR11172832","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821664","0.91","NP","0.13","NP","NP","unidentified"
"ERR11042161","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821115","0.92","NP","0.16","NP","NP","unidentified"
"ERR10789797","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417410","0.9","NP","0.1","NP","NP","unidentified"
"SRR12072204","WGS","PRJNA622629","https://www.ncbi.nlm.nih.gov/biosample/SAMN15339587","0.91","NP","0.14","China","[25.18071,110.145943]","food fermentation metagenome"
"ERR2855817","WGS","PRJEB29127","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4968130","0.91","NP","0.13","uncalculated","NP","feces metagenome"
"ERR2640688","WGS","PRJEB27316","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4730427","1","NP","0.92","NP","NP","fish metagenome"
"ERR3350381","WGS","PRJEB31019","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5282597","0.98","NP","0.71","NP","NP","synthetic metagenome"
"SRR5630629","WGS","PRJNA327803","https://www.ncbi.nlm.nih.gov/biosample/SAMN05361757","0.9","2015-11-01","0.11","Hong Kong","[22.15,114.15]","wastewater metagenome"
"SRR1779472","WGS","PRJNA272371","https://www.ncbi.nlm.nih.gov/biosample/SAMN03281010","0.91","NP","0.13","NP","NP","human gut metagenome"
"SRR5963256","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501163","0.9","NP","0.1","USA","[40.44,-79.99]","human gut metagenome"
"ERR8529519","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936927","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR14295812","WGS","PRJNA716697","https://www.ncbi.nlm.nih.gov/biosample/SAMN18591691","0.9","2017-11-07","0.11","USA","""not collected""","plant metagenome"
"SRR19746068","WGS","PRJNA850525","https://www.ncbi.nlm.nih.gov/biosample/SAMN29182981","0.97","2021-01-01","0.58","China","""missing""","rice paddy metagenome"
"ERR11010969","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821015","0.9","NP","0.12","NP","NP","unidentified"
"ERR3363678","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700162","0.95","2017-11-01","0.33","United Kingdom","NP","human metagenome"
"ERR4678685","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426385","0.91","2018-11-17","0.13","Democratic Republic of the Congo","NP","wastewater metagenome"
"SRR19888465","WGS","PRJNA853785","https://www.ncbi.nlm.nih.gov/biosample/SAMN29404515","0.9","2022-02-01","0.11","USA","[44.5872581,-72.26703815]","food fermentation metagenome"
"SRR25131759","WGA","PRJNA989503","https://www.ncbi.nlm.nih.gov/biosample/SAMN35882482","0.91","2022-10-18","0.15","China","""35 N 105 E""","hospital metagenome"
"SRR14251586","WGA","PRJNA722381","https://www.ncbi.nlm.nih.gov/biosample/SAMN18753557","0.91","NP","0.14","uncalculated","NP","Escherichia coli"
"SRR6837579","WGS","PRJNA438174","https://www.ncbi.nlm.nih.gov/biosample/SAMN08707553","0.9","2017-03-08","0.12","Singapore","[1.29,103.861]","wastewater metagenome"
"SRR5630631","WGS","PRJNA327803","https://www.ncbi.nlm.nih.gov/biosample/SAMN05361757","0.9","2015-11-01","0.11","Hong Kong","[22.15,114.15]","wastewater metagenome"
"SRR5963431","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501338","0.91","NP","0.12","USA","[40.44,-79.99]","human gut metagenome"
"SRR15166649","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20253131","0.99","NP","0.74","USA","""not applicable""","metagenome"
"ERR11042268","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821192","0.92","NP","0.16","NP","NP","unidentified"
"SRR16945656","WGS","PRJNA778457","https://www.ncbi.nlm.nih.gov/biosample/SAMN22960325","0.9","NP","0.11","China","[29.11,118.21]","human gut metagenome"
